keggMetaboliteID	metaboliteName	pathwayEntry	pathwayName	pathwayClass	type
C00123	L-Leucine	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00141	3-Methyl-2-oxobutanoic acid	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00183	L-Valine	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00188	L-Threonine	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00233	4-Methyl-2-oxopentanoate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00407	L-Isoleucine	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00671	(S)-3-Methyl-2-oxopentanoic acid	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C02226	2-Methylmaleate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C02504	alpha-Isopropylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C02612	(R)-2-Methylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C02631	2-Isopropylmaleate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C04181	3-Hydroxy-3-methyl-2-oxobutanoic acid	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C04236	(2S)-2-Isopropyl-3-oxosuccinate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C04411	(2R,3S)-3-Isopropylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C06006	(S)-2-Aceto-2-hydroxybutanoate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C06010	(S)-2-Acetolactate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C06032	D-erythro-3-Methylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00024	Acetyl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00026	2-Oxoglutarate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00037	Glycine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00042	Succinate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00047	L-Lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00136	Butanoyl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00164	Acetoacetate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00322	2-Oxoadipate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00332	Acetoacetyl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00408	L-Pipecolate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00431	5-Aminopentanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00487	Carnitine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00489	Glutarate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00527	Glutaryl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00739	D-Lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00877	Crotonoyl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00956	L-2-Aminoadipate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00990	5-Aminopentanamide	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01142	(3S)-3,6-Diaminohexanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01144	(S)-3-Hydroxybutanoyl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01149	4-Trimethylammoniobutanal	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01181	4-Trimethylammoniobutanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01186	(3S,5S)-3,5-Diaminohexanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01211	Procollagen 5-hydroxy-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01259	(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C01672	Cadaverine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C02188	Protein lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C02727	N6-Acetyl-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03087	5-Acetamidopentanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03196	(S)-2-Hydroxyglutarate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03239	6-Amino-2-oxohexanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03273	5-Oxopentanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03366	5-Phosphooxy-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03656	(S)-5-Amino-3-oxohexanoic acid	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C03793	N6,N6,N6-Trimethyl-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C04020	D-Lysopine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C04076	L-2-Aminoadipate 6-semialdehyde	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C04092	Delta1-Piperideine-2-carboxylate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C04487	5-(D-Galactosyloxy)-L-lysine-procollagen	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05161	(2R,5S)-2,5-Diaminohexanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05231	L-3-Aminobutyryl-CoA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05544	Protein N6-methyl-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05545	Protein N6,N6-dimethyl-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05546	Protein N6,N6,N6-trimethyl-L-lysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05548	6-Acetamido-2-oxohexanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C05825	2-Amino-5-oxohexanoate	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C12455	5-Aminopentanal	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C16741	L-Hydroxylysine	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	metabolite
C00011	CO2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00014	Ammonia	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00025	L-Glutamate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00026	2-Oxoglutarate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00049	L-Aspartate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00062	L-Arginine	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00064	L-Glutamine	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00077	L-Ornithine	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00086	Urea	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00122	Fumarate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00169	Carbamoyl phosphate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00327	L-Citrulline	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00437	N-Acetylornithine	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00624	N-Acetyl-L-glutamate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C01010	Urea-1-carboxylate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C01250	N-Acetyl-L-glutamate 5-semialdehyde	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C03406	N-(L-Arginino)succinate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C04133	N-Acetyl-L-glutamate 5-phosphate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C15532	N-Acetyl-L-citrulline	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C20948	LysW-L-glutamate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C20949	LysW-L-glutamyl 5-phosphate	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C20950	LysW-L-glutamate 5-semialdehyde	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C20951	LysW-L-ornithine	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	metabolite
C00012	Peptide	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00019	S-Adenosyl-L-methionine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00022	Pyruvate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00025	L-Glutamate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00048	Glyoxylate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00062	L-Arginine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00077	L-Ornithine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00086	Urea	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00134	Putrescine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00148	L-Proline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00179	Agmatine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00213	Sarcosine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00223	p-Coumaroyl-CoA	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00300	Creatine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00315	Spermidine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00334	4-Aminobutanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00406	Feruloyl-CoA	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00431	5-Aminopentanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00433	2,5-Dioxopentanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00436	N-Carbamoylputrescine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00441	L-Aspartate 4-semialdehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00533	Nitric oxide	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00555	4-Aminobutyraldehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00581	Guanidinoacetate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00750	Spermine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00763	D-Proline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00791	Creatinine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00884	Homocarnosine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00986	1,3-Diaminopropane	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01035	4-Guanidinobutanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01043	N-Carbamoylsarcosine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01110	5-Amino-2-oxopentanoic acid	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01137	S-Adenosylmethioninamine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01157	Hydroxyproline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01165	L-Glutamate 5-semialdehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01250	N-Acetyl-L-glutamate 5-semialdehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01682	Nopaline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C01877	4-Oxoproline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C02305	Phosphocreatine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C02565	N-Methylhydantoin	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C02647	4-Guanidinobutanal	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C02714	N-Acetylputrescine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C02946	4-Acetamidobutanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03078	4-Guanidinobutanamide	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03166	Phosphoguanidinoacetate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03287	L-Glutamyl 5-phosphate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03296	N2-Succinyl-L-arginine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03375	Norspermidine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03415	N2-Succinyl-L-ornithine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03440	cis-4-Hydroxy-D-proline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03564	1-Pyrroline-2-carboxylate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03771	5-Guanidino-2-oxopentanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C03912	(S)-1-Pyrroline-5-carboxylate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C04137	D-Octopine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C04282	1-Pyrroline-4-hydroxy-2-carboxylate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C04498	p-Coumaroylagmatine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05147	trans-3-Hydroxy-L-proline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05931	N-Succinyl-L-glutamate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05932	N-Succinyl-L-glutamate 5-semialdehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05933	N(omega)-Hydroxyarginine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05936	N4-Acetylaminobutanal	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05938	L-4-Hydroxyglutamate semialdehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05939	Linatine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05941	2-Oxo-4-hydroxy-5-aminovalerate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05942	Pyrrole-2-carboxylate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05945	L-Arginine phosphate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05946	(4R)-4-Hydroxy-2-oxoglutarate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C05947	L-erythro-4-Hydroxyglutamate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C10497	Feruloylputrescine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C15699	gamma-L-Glutamylputrescine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C15700	gamma-Glutamyl-gamma-aminobutyraldehyde	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C15767	4-(L-gamma-Glutamylamino)butanoate	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C18172	Carboxyspermidine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C18174	Carboxynorspermidine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C18325	Feruloylagmatine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C18326	p-Coumaroylputrescine	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C19706	cis-3-Hydroxy-L-proline	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	metabolite
C00025	L-Glutamate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00026	2-Oxoglutarate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00049	L-Aspartate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00119	5-Phospho-alpha-D-ribose 1-diphosphate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00135	L-Histidine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00386	Carnosine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00388	Histamine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00439	N-Formimino-L-glutamate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00785	Urocanate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00860	L-Histidinol	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01044	N-Formyl-L-aspartate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01045	N-Formyl-L-glutamate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01100	L-Histidinol phosphate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01152	N(pi)-Methyl-L-histidine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01262	beta-Alanyl-N(pi)-methyl-L-histidine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01267	3-(Imidazol-4-yl)-2-oxopropyl phosphate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C01929	L-Histidinal	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C02739	1-(5-Phospho-D-ribosyl)-ATP	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C02741	Phosphoribosyl-AMP	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C02835	Imidazole-4-acetate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C03277	Imidazol-5-yl-pyruvate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C03409	N-Formimino-L-aspartate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C03680	4-Imidazolone-5-propanoate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C04437	1-(5-Phosphoribosyl)imidazole-4-acetate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C04666	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05127	N-Methylhistamine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05130	Imidazole-4-acetaldehyde	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05131	(1-Ribosylimidazole)-4-acetate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05133	4-Imidazolone-5-acetate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05135	4-(beta-Acetylaminoethyl)imidazole	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05565	Hydantoin-5-propionate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05568	Imidazole lactate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05570	Ergothioneine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05571	Thiourocanic acid	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05572	4-Oxoglutaramate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05575	Hercynine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05827	Methylimidazole acetaldehyde	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05828	Methylimidazoleacetic acid	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C05829	N-Carbamyl-L-glutamate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C16673	Isoglutamine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C16674	Formylisoglutamine	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C20522	Dihydrourocanate	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C20994	S-(Hercyn-2-yl)-L-cysteine S-oxide	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C20995	gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	metabolite
C00022	Pyruvate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00042	Succinate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00082	L-Tyrosine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00122	Fumarate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00146	Phenol	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00164	Acetoacetate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00232	Succinate semialdehyde	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00355	3,4-Dihydroxy-L-phenylalanine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00483	Tyramine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00530	Hydroquinone	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00544	Homogentisate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00547	L-Noradrenaline	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00628	2,5-Dihydroxybenzoate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00642	4-Hydroxyphenylacetate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00788	L-Adrenaline	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00811	4-Coumarate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C00822	Dopaquinone	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01036	4-Maleylacetoacetate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01060	3,5-Diiodo-L-tyrosine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01061	4-Fumarylacetoacetate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01161	3,4-Dihydroxyphenylacetate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01179	3-(4-Hydroxyphenyl)pyruvate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01384	Maleic acid	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01693	L-Dopachrome	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01829	Thyroxine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C01850	Rosmarinate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C02167	Maleylpyruvate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C02442	N-Methyltyramine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C02465	Triiodothyronine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C02514	3-Fumarylpyruvate	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
C02515	3-Iodo-L-tyrosine	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	metabolite
